bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
183543	206111	e649e0c4c10c	569474|569470|569469|569468|569467|569466	c68e3ce528a4e6f4586f6ffc8e820c016f47d3a5	a01457aece1e
186854	210963	e649e0c4c10c	572409	395659c8f802e7875208e126fc44f6f2c059377e	9387b72807ce|8d0af11c52f9|ba9fd7dd4576|43f6dee0cd49|4c8b2e081042
180599	253418	e649e0c4c10c	562054	bd71ecb97b843ec231c85255de53bae5c34ce3b2	5f2b30361591|a373dafe2212|284ea5c5c999
180712	204706	e649e0c4c10c	607508|604699|583162|580938|578861|578809|576309|576300|575877|572553|569358|567027|566262|565372|564249|563291|560386|560205|559705|559638|558848|557570|557146	08a93fe0f8da88a1ff8ed106fd07f1338945857e	4dcf38fea4f9|22509e215d17|f7182cff6816|4f5433c85e8c|c327743ea64b|8559551465d2
186211	210185	e649e0c4c10c	568481	b3c91daeef19f8ce91d8c67fdf05387f1e3b021e	41cedb4a7288|aff08437aabd|aaceea816985|fd7997e0ce75
180073	200320	e649e0c4c10c	604721	a43a83166bf980dd40011d87cbe660092f61f5f4	6840f9caac97|8559551465d2
184272	207098	e649e0c4c10c	555497	5f049c7bd045ba0a4f3f087455a1febbc10ea883	8559551465d2
183264	207397	e649e0c4c10c	574684	c8aba11233492d7c71d24f8f10e009f840964e84	1e0c0e5af740
184596	207555	e649e0c4c10c	557475	65c179a427138e926617e011a1dec4e9aefe53a0	135e539202d2
184276	207108	e649e0c4c10c	564613|561505|560319	ca7dbfa5aa865e0fd0b68f47b85c4cf1ef56d33a	3cfd6a7094fe|3a9c53f3d00c
178227	215039	e649e0c4c10c	607776|607541|560344|556400	5f29104e6d9948111361ef616f3dca10a44f40e7	499f688cc11a|98b6f81db1d2|4b361b475588
185608	209254	e649e0c4c10c	564153	a5aec62b60a7969844540e27a90cf53e613545df	54cd94b1ad3e|57c4d29d5b13
185810	209504	e649e0c4c10c	611929|565559	a0e5ad2ed7d52df2626ed60438ad2522a01c7d49	7a1032fcfb8a|55bd6e2bfbf8|175be468e5ba
190604	215355	e649e0c4c10c	559885	7d2b3cff8a64affc143d87af5eb9f56c509094e8	efd7db4d1952|aa65a7eec3d1
182824	206238	e649e0c4c10c	667071|571909	08e74d035a768f024159d704d223781b3ce55899	a01457aece1e
190009	214681	e649e0c4c10c	577660|563905|561729	33c460531590f7fccdf60a299f54ab894fcd5d21	2b29d6499674
181899	203551	e649e0c4c10c	587340|559515|558531	4cd0d9c0168e16d5e752f464e440680fc759c389	87c475ec04d2|3cddf17355c0
183274	207887	e649e0c4c10c	559103|559102	fe4b525ca81f2159ca9066d41d021aa2a8c9bd9b	3d7198ee62eb
184362	207377	e649e0c4c10c	576405|565679|561077|560257	b9fc9222ea3c25134da738e58101c202ca8ee3b1	9f7b78f36beb
200181	245846	e649e0c4c10c	668658	7e952da775ea012a1204410be33a19a250f7767a	e904a6733ea2
150785	209267	e649e0c4c10c	558486	886f0b22ac764f6fb32232c52d5b39ef8c404e61	8559551465d2|1772eabf42bb|eba9336b8def
182429	210772	e649e0c4c10c	557712|557710	718c1a19bf516e20ad91db1927b78dc4b18962fb	2ca091568b10
180726	197573	e649e0c4c10c	593042|579004	370f9be5ee14fdbdd9ccb5e9cd90fac0549449ed	13f4e42c7a6a
